Title,Year,Format,Region,Theme,Genre,Animated,Watched,Commentary,Nudity,Subtitles,Sound,Runtime,Rating,Starring1,Starring2,Creator1,Decade,Added,Watched
"Matador The",2004,DVD,2,Crime,Comedy,N,Y,N,Y,DK,,93,6,Pierce Brosnan,Greg Kinnear,Richard Shepard,2000,09/03/2021,3/4/2021
Matrix,1999,Blu-Ray,B,Sci-Fi,Action,N,Y,Y,N,EN/DK,,138,7,Keanu Reeves,,Wachowski Brothers,1990,,26/12/2019
Matrix Reloaded,2003,Blu-Ray,B,Sci-Fi,Action,N,Y,Y,Y,EN/DK,,138,7,Keanu Reeves,,Wachowski Brothers,2000,,
Matrix Revolutions,2003,DVD,2,Sci-Fi,Action,N,N,N,Y,EN/DK,Dolby Digital (5.1),124,7,Keanu Reeves,Hugo Weaving,Wachowski Brothers,2000,18/09/2021,
Max Payne,2008,DVD,2,Detective,Action,N,N,N,N,EN/DK,,99,5,Mark Wahlberg,Mila Kunis,John Moore,2000,28/04/2020,
"Me Myself & Irene",2001,DVD,2,Romantic,Comedy,N,Y,Y,Y,EN/DK,,112,5,Jim Carrey,Renée Zellweger,Farrelly Brothers,2000,14/10/2020,15/12/2020
Mean Girls,2004,DVD,2,Cult,Comedy,N,Y,Y,N,EN/DK,,93,5,Lindsey Lohan,Rachel McAdams,Tiny Fey,2000,08/03/2020,09/03/2020
Meet the Feebles,1989,DVD,2,Dark,Horror,N,Y,N,N,DK,,93,4,,,,1980,,
Megamind,2010,Blu-Ray,B,Superhero,Action Comedy,Y,Y,Y,N,EN/DK,,95,6,Will Ferrell,,,2010,,
Melancholia,2011,DVD,2,Disaster,Drama,N,N,Y,N,DK,,136,,Kirsten Dunst,Alexander Skarsgård,Lars Von Trier,2010,14/10/2020,
Memento,2000,DVD,2,Conspiracy,Thriller,N,Y,N,N,DK,,108,6,Guy Pearce,,,2000,,
Men In Black ,1997,Blu-Ray,A/B/C,Sci-Fi,Action,N,Y,Y,N,EN/DK,,98,6,Will Smith,Tommy Lee Jones,Barry Sonnenfeld,1990,,09/10/2019
Men In Black II,2002,Blu-Ray,A/B/C,Sci-Fi,Action,N,Y,Y,N,EN/DK,,88,3,Will Smith,Tommy Lee Jones ,Barry Sonnenfeld,2000,,10/10/2019
Men In Black III,2012,Blu-Ray,A/B/C,Sci-Fi,Action,N,Y,N,N,EN/DK,,106,5,Will Smith,Tommy Lee Jones ,Barry Sonnenfeld,2010,,11/10/2019
Men of War,1994,DVD,2,War / Military,Action,N,Y,N,Y,DK,,103,5,Dolph Lundgren,,Perry Lang,1990,26/10/2020,24/11/2020
Merlin,1998,DVD,2,Fantasy,Adventure,N,Y,N,N,DK,,150,4,Sam Neill,Helena Bonham Carter,Steve Barron,1990,28/04/2020,25/05/2020
Metal: A Headbanger's Journey,2005,DVD,1,Music,Documentary,N,Y,N,N,EN,,96,7,,,Sam Dunn,2000,,
Metal: A Headbanger's Journey,2005,DVD,2,Music,Documentary,N,Y,N,N,EN,,96,7,,,Sam Dunn,2000,17/10/2020,21/10/2020
Meteor,2009,DVD,2,Disaster,Action,,N,,,DK,,178,,Christopher Lloyd,Billy Campbell,Ernie Barbarash,2000,30/6/2021,
Midnight in Paris,2011,DVD,2,Time,Comedy,N,Y,N,N,DK,,94,5,Owen Wilson,Rachel McAdams,Woody Allen,2010,28/04/2020,20/08/2020
Mimic,1997,DVD,2,Dark,Horror,N,Y,N,N,DK,,105,4,Josh Brolin,,Guillermo Del Toro,1990,28/04/2020,12/05/2020
Mimic 2,2001,DVD,2,Dark,Horror,N,N,N,N,DK,,78,,,,,2000,28/04/2020,
Minority Report (2-Disc),2002,DVD,2,Sci-Fi,Thriller,N,Y,N,N,EN/DK,,101,6,Tom Cruise,,,2000,,
Misery,1990,DVD,2,Psychological,Thriller,N,N,N,N,EN/DK,,103,,James Caan,Kathy Bates,Rob Reiner,1990,28/07/2021,
Miss Congeniality,2000,DVD,2,Spy,Comedy,N,Y,Y,N,EN/DK,Dolby Digital (5.1),105,5,Sandra Bullock,William Shatner,Donald Petrie,2000,17/06/2021,14/08/2021
Missing In Action,1984,DVD,2,War / Military,Action,N,Y,N,Y,DK,,101,4,Chuck Norris,James Hong,Joseph Zito,1980,28/04/2020,29/04/2020
Missing In Action 2,1985,DVD,2,War / Military,Action,N,N,N,Y,DK,,95,,Chuck Norris,Steven Williams,Lance Hool,1980,30/06/2021,
Missing In Action 3,1988,DVD,2,War / Military,Action,N,N,N,Y,DK,,95,,Chuck Norris,Aki Aleong,Aaron Norris,1980,28/07/2021,
"Mission The",1986,DVD,2,Alternate History,Drama,N,N,N,N,DK,,125,,Robert De Niro,Jeremy Irons,Ennio Morricone,1980,08/03/2020,
Mission: Impossible,1996,Blu-Ray,B,Spy,Action,N,Y,N,N,EN/DK,,110,6,Tom Cruise,,,1990,,21/01/2021
Mission: Impossible 2,2000,Blu-Ray,B,Spy,Action,N,Y,Y,N,EN/DK,,123,4,Tom Cruise,,,2000,08/02/2020,22/01/2021
Mission: Impossible 3,2006,Blu-Ray,B,Spy,Action,N,Y,Y,N,EN/DK,,125,5,Tom Cruise,,,2000,,23/01/2021
Mission: Impossible: Ghost Protocol ,2011,Blu-Ray,B,Spy,Action,N,Y,N,N,EN/DK,,128,5,Tom Cruise,,,2010,,23/01/2021
Mission: Impossible: Rogue Nation,2015,Blu-Ray,B,Spy,Action,N,Y,Y,N,EN/DK,,132,6,Tom Cruise,Ving Rhames,Christopher McQuarrie,2010,,24/01/2021
Mission: Impossible: Fallout,2018,Blu-Ray,B,Spy,Action,N,Y,Y,N,EN/DK,,147,6,Tom Cruise,Ving Rhames,Christopher McQuarrie,2010,,25/01/2021
Mission to Mars,2000,DVD,2,Sci-Fi,Mystery,N,Y,Y,N,EN/DK,,109,6,Gary Sinise,Don Cheadle,Brian De Palma,2000,08/03/2020,29/03/2020
"Mist The",2007,Blu-Ray,B,Extraterrestrial,Horror,N,y,Y,N,EN,,125,6,Thomas Jane,,,2000,,
Monty Python and the Quest for the Holy Grail,1975,DVD,2,Alternate History,Comedy,N,Y,Y,N,EN,,86,7,John Cleese,Eric Idle,,1970,,
Monty Python's Life of Brian,1979,Blu-Ray,A/B/C,Alternate History,Comedy,N,Y,Y,N,EN/DK,,94,7,John Cleese,Eric Idle,,1970,,
Monty Python's Meaning of Life (Special Edition),1983,DVD,2,Everyday,Comedy,N,Y,Y,N,EN/DK,,103,5,John Cleese,Eric Idle,,1980,,
Moon,2009,DVD,2,Sci-Fi,Drama,N,Y,Y,N,EN,,93,6,Sam Rockwell,Kevin Spacey,Duncan Jones,2000,,
Mortal Kombat: Annihilation ,1997,DVD,2,Martial Arts,Action,N,Y,N,N,DK,,90,5,,,,1990,08/03/2020,18/09/2021
Mortal Kombat: Legacy,2012,Blu-Ray,B,Martial Arts,Action,N,N,N,N,DK,,92,,,,,2010,25/03/2021,
"Mothman Prophecies The",2002,DVD,2,Creature,Horror,N,N,N,N,DK,,113,,Richard Gere,Laura Linney,Mark Pellington,2000,02/05/2021,
Mr. Bean Volume 1,1991,DVD,2,Everyday,Comedy,N,Y,N,Y,EN/DK,,124,6,Rowan Atkinson,,,1990,20/07/2021,15/08/2021
Mr. Bean Volume 2,1993,DVD,2,Everyday,Comedy,N,Y,N,N,EN/DK,,125,,Rowan Atkinson,,,1990,20/07/2021,
Mr. Bean Volume 3,1995,DVD,2,Everyday,Comedy,N,Y,N,N,EN/DK,,104,,Rowan Atkinson,,,1990,20/07/2021,
Mr. Bean Volume 4,1997,DVD,2,Everyday,Comedy,N,Y,N,N,EN/DK,,124,,Rowan Atkinson,,,1990,20/07/2021,
Mr. Bean III - 10 Year Anniversary,1995,DVD,2,Everyday,Comedy,N,N,N,N,EN/DK,,145,,Rowan Atkinson,,,1990,,
Mr. Brooks,2007,DVD,2,Serial Killer,Thriller,N,N,N,N,DK,,115,,Kevin Costner,Demi Moore,Bruce A. Evans,2000,28/04/2020,
"Mummy The (Special Edition)",1999,DVD,2,Supernatural,Action,N,Y,Y,N,EN/DK,,118,4,Brandon Frasier,Rachel Weisz,Stephen Sommers,1990,,21/10/2019
"Mummy Returns The",2001,DVD,2,Supernatural,Action,N,Y,Y,N,EN/DK,,124,3,Brandon Frasier,Rachel Weisz,Stephen Sommers,2000,,22/10/2019
Münich,2005,DVD,2,Conspiracy,Thriller,N,N,N,N,EN/DK,,157,,Eric Bana,Daniel Craig,Steven Spielberg,2000,17/09/2020,
Murphy's Law,1986,DVD,2,Serial Killer,Action,N,Y,N,Y,DK,,100,4,Charles Bronson,Kathleen Wilhoite,J. Lee Thompson,1980,28/04/2020,01/08/2020
Mutant Chronicles,2008,DVD,2,Monster,Action,N,Y,N,N,DK,,107,4,Thomas Jane,Ron Perlman,Philip Eisner,2000,08/03/2020,24/04/2020
My Neighbour Totoro,1988,Blu-Ray,B,Supernatural,Adventure,Y,Y,N,N,EN,,86,6,,,Hayao Miyazaki,1980,,
Mystery Men,2000,DVD,2,Superhero,Comedy,N,Y,Y,N,EN/DK,Dolby Digital (5.1),116,5,Ben Stiller,Greg Kinnear,Kinka Usher,2000,30/06/2021,9/8/2021
Mystic River,2003,DVD,2,Detective,Thriller,N,Y,N,N,EN,,132,5,Tim Robbins,Kevin Bacon,Clint Eastwood,2000,08/10/2020,28/11/2020
Mænd Der Hader Kvinder,2009,DVD,2,Detective,Thriller,N,N,N,N,DK,,152,,Noomi Rapace,Michael Nyqvist,Niels Arden Oplev,2000,29/03/2021,
Mænd og Høns,2015,Blu-Ray,B,Dark,Comedy,N,Y,N,Y,DK,,104,5,Mads Mikkelsen,Nikolaj Lie Kaas,Anders Thomas Jensen,2010,,
Nacho Libre,2006,DVD,2,Cult,Comedy,N,Y,Y,N,DK,,88,5,Jack Black,Salma Hayek,Jared Hess,2000,28/04/2020,13/2/2021
"Naked Gun The",1988,DVD,2,Detective,Comedy,N,Y,Y,Y,DK,,81,6,Leslie Nielsen,Priscilla Presley,David Zucker,1980,01/07/2020,22/7/2020
"Naked Gun 2½ The",1991,DVD,2,Detective,Comedy,N,Y,Y,Y,DK,,82,5,Leslie Nielsen,Priscilla Presley,David Zucker,1990,01/07/2020,23/7/2020
"Naked Gun 33 1/3 The",1994,DVD,2,Detective,Comedy,N,Y,N,N,DK,,79,5,Leslie Nielsen,Priscilla Presley,David Zucker,1990,01/07/2020,23/7/2020
Naked Lunch,1991,DVD,2,Sci-Fi,Thriller,N,Y,N,Y,DK,,115,5,Peter Weller,Ian Holm,David Cronenberg,1990,17/10/2020,1/12/2020
Napoleon Dynamite,2004,DVD,2,Everyday,Comedy,N,Y,Y,N,EN/DK,,91,6,Jon Heder,Tina Majorino,Diedrich Bader,2000,,16/12/2019
National Lampoon's Vacation,1983,DVD,2,,Comedy,N,N,N,N,EN/DK,,94,,Chevy Chase,Beverly D'Angelo,Harold Ramis,1980,17/11/2020,
National Lampoon's European Vacation,1985,DVD,2,,Comedy,,Y,N,,EN,,90,6,Chevy Chase,Beverly D'Angelo,Amy Heckerling,1980,17/11/2020,30/11/2020
National Lampoon's Christmas Vacation,1989,DVD,2,Christmas,Comedy,N,Y,Y,N,EN/DK,,93,6,Chevy Chase,Beverly D'Angelo,Jeremiah S. Chechik,1980,21/09/2020,01/10/2020
National Lampoon's Christmas Vacation,1989,DVD,2,Christmas,Comedy,N,N,Y,N,EN/DK,,93,6,Chevy Chase,Beverly D'Angelo,Jeremiah S. Chechik,1980,17/11/2020,
National Lampoon's Vegas Vacation,1997,DVD,2,,Comedy,,,,,EN,,,,Chevy Chase,Beverly D'Angelo,Stephen Kessler,1990,17/11/2020,
National Treasure,2004,DVD,2,Heist,Action,N,N,N,,EN/DK,Dolby Digital (5.1),125,,Nicholas Cage,Jon Voight,Jon Turteltaub,2000,04/09/2021,
Natural Born Killers (Director's Cut),1994,DVD,2,Serial Killer,Thriller,N,Y,N,Y,DK,,121,5,Woody Harrelson,Tom Seizemore,Oliver Stone,1990,,
Needful Things,1993,DVD,2,Supernatural,Thriller,N,N,N,N,DK,,116,,Ed Harris,Max Von Sydow,Fraser C. Heston,1990,19/07/2021,
"Negotiator The",1998,DVD,2,Detective,Action,N,Y,N,N,EN/DK,Dolby Digital (5.1),134,6,Samuel L Jackson,Kevin Spacey,F. Gary Gray,1990,17/06/2021,10/08/2021
"Neon Demon The",2016,Blu-Ray,B,Serial Killer,Thriller,N,Y,Y,Y,EN,,117,3,Elle Fanning,Christina Hendricks,Nikolaj Winding-Refn,2010,,
Neon Genesis Evangelion Collection 0:4,1995,DVD,2,Sci-Fi,Action,Y,N,N,N,EN,,74,,,,,1990,17/04/2021,
"Net The",1995,Blu-Ray,A/B/C,Conspiracy,Action,N,Y,N,N,EN/DK,,114,4,Sandra Bullock,Jeremy Northam,Irwin Winkler,1990,08/02/2020,08/02/2020
"Neverending Story The",1984,DVD,2,Fantasy,Adventure,N,N,N,N,EN/DK,,91,,Noah Hathaway,Barret Oliver,Wolfgang Petersen,1980,30/06/2021,
New Police Story,2004,DVD,2,Detective,Action,N,N,N,N,DK,,118,,Jackie Chan,,Benny Chan,2000,07/03/2021,
"Nice Guys The",2015,Blu-Ray,B,Detective,Action Comedy,N,Y,N,Y,DK,Dolby Digital (5.1),115,7,Ryan Gosling,Russell Crowe,Shane Black,2010,,
"Night Caller The",1998,DVD,2,Psychological,Horror,N,N,N,N,DK,,91,,,,Robert Malenfant,1990,30/11/2020,
Night of the Comet,1984,Blu-Ray,B,Post-Apoc,Drama,N,Y,Y,N,EN,,95,3,Kelli Maroney,Catherine Mary Stewart,Thom Eberhardt,1980,,
Night of the Living Dead,1968,DVD,2,Zombie,Horror,N,N,N,N,DK,Dolby Surround (2.1),98,,,,George A. Romero,1960,18/09/2021,
Nightcrawler,2013,Blu-Ray,B,Psychological,Thriller,N,Y,Y,N,DK,,118,6,Jake Gyllenhaal,Bill Paxton,Dan Gilroy,2010,,
"Nightmare on Elm Street A",1984,Blu-Ray,B,Supernatural,Horror,N,Y,Y,N,EN,,91,5,Robert Englund,Johnny Depp,Wes Craven,1980,22/11/2019,23/11/2019
"Nightmare on Elm Street 2: Freddy's Revenge A",1985,Blu-Ray,B,Supernatural,Horror,N,Y,N,N,EN,,87,5,Robert Englund,Mark Patton,Jack Sholder,1980,22/11/2019,01/12/2019
"Nightmare on Elm Street 3: Dream Warriors A",1987,Blu-Ray,B,Supernatural,Horror,N,Y,N,Y,EN,,96,5,Robert Englund,Heather Langenkamp,Chuck Russell,1980,22/11/2019,06/12/2019
"Nightmare on Elm Street 4: The Dream Master A",1988,Blu-Ray,B,Supernatural,Horror,N,Y,N,Y,EN,,93,4,Robert Englund,John Beckman,Renny Harlin,1980,22/11/2019,08/12/2019
"Nightmare on Elm Street 5: The Dream Child A",1989,Blu-Ray,B,Supernatural,Horror,N,Y,N,Y,EN,,89,4,Robert Englund,Lisa Wilcox,Stephen Hopkins,1980,22/11/2019,13/12/2019
"Nightmare on Elm Street 6: Freddy's Finale A",1991,Blu-Ray,B,Supernatural,Horror,N,Y,N,N,EN,,89,3,Robert Englund,Lisa Zane,Rachel Talalay,1990,22/11/2019,14/12/2019
"Nightmare on Elm Street A: Wes Craven's New Nightmare",1994,Blu-Ray,B,Supernatural,Horror,N,Y,Y,N,EN,,112,6,Robert Englund,Heather Langenkamp,Wes Craven,1990,22/11/2019,
Night Watch,2004,DVD,2,Vampire,Action,N,N,Y,N,EN/DK,,110,,,,Timur Bekmambetov,2000,7/3/2021,
Nightwatch,1997,DVD,2,Serial Killer,Thriller,N,N,N,N,DK,,95,,Ewan McGregor,Nick Nolte,Ole Bornedal,1990,27/7/2021,
"Ninth Gate The",1999,DVD,2,Supernatural,Thriller,N,Y,N,Y,DK,,136,6,Johnny Depp,Frank Langella,Roman Polanski,1990,,
Noah,2014,DVD,2,Fantasy,Adventure,N,N,N,N,DK,,132,,Russell Crowe,Jennifer Connelly,Darren Aronofsky,2010,17/6/2021,
No Country for Old Men,2007,DVD,2,Serial Killer,Thriller,N,N,N,N,EN/DK,,117,,Tommy Lee Jones,Javier Bardem,Coen Brothers,2000,15/3/2021,
No Place To Hide,1992,DVD,2,Detective,Action,N,N,N,N,DK,,93,,Kris Kristofferson,Drew Barrymore,Richard Danus,1990,25/7/2021,
Non-Stop,2014,DVD,2,Detective,Action,N,Y,N,N,DK,,102,5,Liam Neeson,Julianne Moore,,2010,13/11/2020,15/11/2020
Nosferatu,1979,DVD,2,Vampire,Thriller,N,N,N,N,DK,,102,,Klaus Kinski,Isabelle Adjani,Werner Herzog,1970,20/10/2020,
"Number 23 The",2007,DVD,2,Serial Killer,Thriller,N,Y,Y,Y,EN/DK,,97,5,Jim Carrey,Virginia Madsen,Joel Schumacher,2000,22/01/2020,08/04/2020
"O Brother Where Art Thou?",2000,DVD,2,Crime,Comedy,N,Y,N,Y,DK,,102,6,George Clooney,John Turturro,Coen Brothers,2000,,
Oblivion,2013,Blu-Ray,B,Sci-Fi,Action,N,Y,Y,N,EN/DK,,125,6,Tom Cruise,Morgan Freeman,Joseph Kosinski,2010,,
Observe and Report,2009,Blu-Ray,B,Detective,Comedy,N,Y,Y,Y,DK,,86,6,Seth Rogen,Michael Peña,Jody Hill,2000,,
Obsession,1976,DVD,2,Psychological,Thriller,N,N,N,N,DK,,98,,Cliff Robertson,,Brian De Palma,1970,17/06/2021,
Ocean's Eleven,2001,DVD,2,Heist,Action,N,Y,Y,N,EN/DK,,112,5,George Clooney,Brad Pitt,Steven Soderbergh,2000,11/06/2021,12/09/2021
Ocean's Twelve,2004,DVD,2,Heist,Action,N,Y,Y,N,EN/DK,,112,4,George Clooney,Brad Pitt,Steven Soderbergh,2000,17/06/2021,13/09/2021
Ocean's Thirteen,2007,DVD,2,Heist,Action,N,Y,Y,N,EN/DK,,122,5,George Clooney,Brad Pitt,Steven Soderbergh,2000,30/06/2021,14/09/2021
"Odyssey The",1997,DVD,2,Historical,Epic,N,N,N,N,DK,,175,,Armand Assante,Greta Scacchi,Andrei Konchalovsky,1990,19/07/2021,
Office Space,1999,Blu-Ray,1,Everyday,Comedy,N,Y,N,N,EN,,89,6,Ron Livingston,Gary Cole,Mike Judge,1990,,
Oldboy,2003,Blu-Ray,B,Psychological,Thriller,N,Y,Y,Y,EN,,119,7,Min-sik Choi,Ji-Tae Yoo,Chan-wook Park,2000,,
Olsen Banden,1968,DVD,2,Crime,Comedy,N,Y,N,Y,DK,,80,5,Ove Sprogøe,Morten Grundvald,Erik Balling,1960,,
Olsen Banden på Spanden,1969,DVD,2,Crime,Comedy,N,Y,N,N,DK,,111,5,Ove Sprogøe,Morten Grundvald,Erik Balling,1960,,
Olsen Banden i Jylland,1971,DVD,2,Crime,Comedy,N,Y,N,N,DK,,101,6,Ove Sprogøe,Morten Grundvald,Erik Balling,1970,,
Olsen Bandens Store Kup,1972,DVD,2,Crime,Comedy,N,Y,N,N,DK,,99,5,Ove Sprogøe,Morten Grundvald,Erik Balling,1970,,
Olsen Banden Går Amok,1973,DVD,2,Crime,Comedy,N,Y,N,N,DK,,100,5,Ove Sprogøe,Morten Grundvald,Erik Balling,1970,,
Olsen Bandens Sidste Bedrifter,1974,DVD,2,Crime,Comedy,N,Y,N,N,DK,,102,5,Ove Sprogøe,Morten Grundvald,Erik Balling,1970,,
Olsen Banden på Sporet,1975,DVD,2,Crime,Comedy,N,Y,N,N,DK,,105,5,Ove Sprogøe,Morten Grundvald,Erik Balling,1970,,
Olsen Banden ser Rødt,1976,DVD,2,Crime,Comedy,N,Y,N,N,DK,,100,6,Ove Sprogøe,Morten Grundvald,Erik Balling,1970,,30/12/2019
Olsen Banden Deruda',1977,DVD,2,Crime,Comedy,N,Y,N,N,DK,,105,4,Ove Sprogøe,Morten Grundvald,Erik Balling,1970,,31/12/2019
Olsen Banden Går i Krig,1978,DVD,2,Crime,Comedy,N,Y,N,N,DK,,107,6,Ove Sprogøe,Morten Grundvald,Erik Balling,1970,,31/12/2019
Olsen Banden Overgi'r Sig Aldrig,1979,DVD,2,Crime,Comedy,N,Y,N,Y,DK,,108,4,Ove Sprogøe,Morten Grundvald,Erik Balling,1970,,01/01/2020
Olsen Bandens Flugt Over Plankeværket,1981,DVD,2,Crime,Comedy,N,Y,N,Y,DK,,100,5,Ove Sprogøe,Morten Grundvald,Erik Balling,1980,,01/01/2020
Olsen Banden Over Alle Bjerge,1981,DVD,2,Crime,Comedy,N,Y,N,Y,DK,,100,4,Ove Sprogøe,Morten Grundvald,Erik Balling,1980,,01/01/2020
Olsen Bandens Sidste Stik,1998,DVD,2,Crime,Comedy,N,Y,N,N,DK,,105,3,Ove Sprogøe,Morten Grundvald,Erik Balling,1990,,01/01/2020
Olympus Has Fallen,2013,Blu-Ray,B,Disaster,Action,N,Y,N,N,DK,,120,5,Gerard Butler,,,2010,,
"Omega Man The",1971,DVD,2,Post-Apoc,Drama,N,Y,N,N,EN,,94,4,Charlton Heston,,,1970,,
"Omen The",1978,DVD,2,Supernatural,Horror,N,Y,Y,N,EN/DK,,106,4,Gregory Peck,,,1970,,
On The Border,1998,DVD,2,Heist,Action,N,N,N,N,DK,,99,,Casper Van Dien,Bryan Brown,Bob Misiorowski,1990,25/07/2021,
Once Upon A Time In Hollywood,2019,Blu-Ray,B,TV / Film,Action,N,Y,N,Y,EN/DK,DTS,161,6,Leonardo DiCaprio,Brad Pitt,Quentin Tarantino,2010,15/08/2021,
Once Upon a Time in the West,1968,Blu-Ray,2,Western,Drama,N,Y,Y,N,EN/DK,,165,5,Charles Bronson,Henry Fonda,Sergio Leone,1960,26/09/2020,22/12/2020
"One The",2001,DVD,2,Sci-Fi,Action,N,Y,Y,N,DK,,84,6,Jet Li,Jason Statham,James Wong,2000,28/04/2020,13/06/2020
One Flew Over the Cuckoo's Nest,1975,DVD,2,Psychological,Drama,N,Y,Y,N,EN/DK,,129,6,Jack Nicholson,,,1970,,
One Night at McCool's,2001,DVD,2,Crime,Comedy,N,Y,N,N,DK,,93,5,Liv Tyler,Matt Dillon,Michael Douglas,2000,28/04/2020,15/06/2020
Only God Forgives,2013,Blu-Ray,B,Crime,Drama,N,Y,Y,Y,DK,,85,2,Ryan Gosling,,,2010,,
Open Range,2003,DVD,2,Western,Drama,N,Y,N,N,DK,,132,5,Kevin Costner,Robert Duvall,Kevin Costner,2000,,16/12/2019
Operation Delta Force,1996,DVD,2,War / Military,Action,N,N,N,N,DK,,92,,Ernie Hudson,Jeff Fahey,Sam Firstenberg,1990,30/06/2021,
Operation Valkyrie,2008,Blu-Ray,B,War / Military,Thriller,N,Y,Y,N,EN/DK,,120,6,Tom Cruise,Bill Nighy,Bryan Singer,2000,,
"Order The",2001,Blu-Ray,B,Martial Arts,Action,N,Y,N,N,DK,,86,4,Jean-Claude Van Damme,,,2000,,
"Ostermann Weekend The",1983,DVD,2,Spy,Thriller,N,N,N,Y,DK,Mono,102,,Dennis Hopper,Rutger Hauer,Sam Peckinpah,1980,23/8/2021,
"Others The",2002,DVD,2,Ghost,Thriller,N,Y,N,N,DK,,100,6,Nicole Kidman,,,2000,23/11/2020,Q1 2021
Out for Justice,1991,DVD,2,Buddy Cop,Action,N,N,N,N,EN/DK,,88,,Steven Seagal,William Forsythe,John Flynn,1990,30/06/2021,
Out For A Kill,2003,DVD,2,Crime,Action,N,N,N,N,DK,,86,,Steven Seagal,,,2000,,
Outlander,2008,Blu-Ray,B,Sci-Fi,Action,N,Y,N,N,DK,,115,5,Jim Caviezel,,,2000,,
Outpost,2007,DVD,2,Zombie,Action,N,Y,N,N,EN/DK,,86,4,Ray Stevenson,,Steve Barker,2000,08/03/2020,12/06/2020
Over the Garden Wall,2014,Blu-Ray,B,Fantasy,Adventure,Y,Y,Y,N,EN,,115,7,Elijah Wood,Melanie Lynskey,,2010,,
Over the Top,1987,DVD,2,,Action,N,N,N,N,DK,,90,,Sylvester Stallone,Robert Loggia,Menaheim Golan,1980,02/03/2021,
Pacific Rim,2013,Blu-Ray,B,Sci-Fi,Action,N,Y,Y,N,EN/DK,,131,5,,,,2010,,
Pain & Gain,2013,Blu-Ray,B,Crime,Action Comedy,N,Y,N,Y,DK,,129,5,Dwayne Johnson,Mark Wahlberg,Michael Bay,2010,22/01/2020,
Panic Room,2002,DVD,2,Crime,Thriller,N,Y,N,N,EN/DK,,107,5,Jodie Foster,Forest Whitaker,David Fincher,2000,17/09/2020,19/09/2020
Passenger 57,1992,DVD,2,Terrorist,Action,N,N,N,N,EN/DK,,81,,Wesley Snipes,Tom Sizemore,Kevin Hooks,1990,17/04/2021,
Passion of the Christ,2004,DVD,2,Historical,Drama,N,N,N,Y,DK,,121,,Jim Caviezel,,Mel Gibson,2000,05/07/2021,
Pathfinder,2007,DVD,2,Fantasy,Action,N,Y,N,N,EN/DK,,102,4,Karl Urban,,,2000,,
"Patriot The (Special Edition)",2000,DVD,2,Historical,Action,N,Y,N,N,EN/DK,,158,5,Mel Gibson,Heath Ledger,Roland Emmerich,2000,18/06/2020,19/07/2020
Patriot Games,1992,DVD,2,Spy,Thriller,N,Y,N,N,EN/DK,,112,4,Harrison Ford,Sean Bean,Phillip Noyce,1990,21/08/2020,12/09/2020
Payback,2007,Blu-Ray,B,Crime,Action,N,Y,Y,N,EN,,90,5,Mel Gibson,,Brian Helgeland,2000,,23/09/2019
Paycheck,2003,DVD,2,Sci-Fi,Action,N,Y,Y,N,EN/DK,,114,6,Ben Affleck,Aaron Eckhart,John Woo,2000,28/04/2020,04/05/2020
Paydirt,1987,DVD,2,Treasure Hunt,Comedy,N,Y,N,N,DK,,90,,Jeff Daniels,Catherine O'Hara,Bill Phillips,1980,22/10/2020,
"Peacemaker The",1997,DVD,2,Terrorist,Action,N,Y,N,N,EN/DK,,119,6,George Clooney,Nicole Kidman,Mimi Leder,1990,30/06/2021,08/07/2021
"Peanuts Movie The",2015,Blu-Ray,A/B/C,Everyday,Comedy,Y,N,N,N,EN/DK,,88,,,,,2010,,
"Perfect Storm The",2000,DVD,2,Disaster,Action,N,Y,N,N,EN/DK,,125,4,George Clooney,Mark Wahlberg,Wolfgang Petersen,2000,08/10/2020,12/10/2020
"Person of Interest Season 2",2013,DVD,2,Spy,Action,N,N,N,N,EN/DK,,926,,Jim Caviezel,Michael Emerson,Jonathan Nolan,2010,19/07/2021,
"Person of Interest Season 3",2014,DVD,2,Spy,Action,N,N,N,N,EN/DK,,958,,Jim Caviezel,Michael Emerson,Jonathan Nolan,2010,19/07/2021,
"Person of Interest Season 4",2015,DVD,2,Spy,Action,N,N,N,N,EN/DK,,916,,Jim Caviezel,Michael Emerson,Jonathan Nolan,2010,19/07/2021,
"Person of Interest Season 5",2016,DVD,2,Spy,Action,N,N,N,N,EN/DK,,543,,Jim Caviezel,Michael Emerson,Jonathan Nolan,2010,19/07/2021,
Peter Pan,1953,DVD,2,,Adventure,Y,N,N,N,EN/DK,,74,,,,,1950,17/11/2020,
"Phantom The",1996,DVD,2,Superhero,Adventure,N,N,N,N,DK,,96,,Billy Zane,Treat Williams,Simon Winger,1990,19/06/2021,
Phantom of the Opera,1999,DVD,2,Serial Killer,Thriller,N,N,N,Y,DK,Dolby Digital (5.1),100,,Asia Argento,Julian Sands,Dario Argento,1990,25/09/2021,
Phase IV,1973,DVD,2,Sci-Fi,Drama,N,Y,N,N,EN,,80,3,,,,1970,,
Phineas and Ferb The Movie: Across The 2nd Dimension,2011,DVD,2,Sci-Fi,Adventure,Y,N,N,N,EN/DK,Dolby Digital (5.1),74,,,,,2010,25/09/2021,
Phonebooth,2002,DVD,2,Crime,Thriller,N,Y,Y,N,EN/DK,,78,6,Colin Farrell,Forest Whitaker,Joel Schumaker,2000,09/03/2021,03/04/2021
